C:\Users\paulz\anaconda3\envs\IPyHOP\python.exe "C:/Users/paulz/OneDrive/Documents/UMD/Research/Planning Nau/IPyHOP/examples/satellite/satellite_tests.py"
(2, 1000, 20, 3)
((0, 0, 0), (52, 0.015625, 9))
((0, 0, 1), (100, 0.046875, 25))
((0, 0, 2), (76, 0.03125, 12))
((0, 0, 3), (139, 0.09375, 23))
((0, 0, 4), (112, 0.0625, 20))
((0, 0, 5), (135, 0.09375, 24))
((0, 0, 6), (155, 0.140625, 40))
((0, 0, 7), (202, 0.234375, 51))
((0, 0, 8), (300, 0.484375, 69))
((0, 0, 9), (219, 0.265625, 53))
((0, 0, 10), (222, 0.203125, 40))
((0, 0, 11), (376, 0.671875, 71))
((0, 0, 12), (515, 1.3125, 123))
((0, 0, 13), (556, 1.078125, 104))
((0, 0, 14), (403, 0.78125, 94))
((0, 0, 15), (481, 1.40625, 107))
((0, 0, 16), (308, 0.4375, 59))
((0, 0, 17), (261, 0.359375, 60))
((0, 0, 18), (710, 1.96875, 117))
((0, 0, 19), (778, 3.21875, 181))
((0, 1, 0), (52, 0.015625, 9))
((0, 1, 1), (100, 0.046875, 25))
((0, 1, 2), (76, 0.03125, 12))
((0, 1, 3), (140, 0.078125, 21))
((0, 1, 4), (155, 0.171875, 28))
((0, 1, 5), (135, 0.078125, 26))
((0, 1, 6), (165, 0.203125, 40))
((0, 1, 7), (194, 0.140625, 47))
((0, 1, 8), (197, 0.15625, 43))
((0, 1, 9), (221, 0.265625, 51))
((0, 1, 10), (247, 0.265625, 44))
((0, 1, 11), (346, 0.359375, 67))
((0, 1, 12), (519, 0.8125, 118))
((0, 1, 13), (334, 0.515625, 79))
((0, 1, 14), (443, 1.28125, 106))
((0, 1, 15), (385, 0.78125, 88))
((0, 1, 16), (338, 0.875, 61))
((0, 1, 17), (265, 0.4375, 66))
((0, 1, 18), (713, 2.109375, 119))
((0, 1, 19), (746, 1.109375, 179))
((0, 2, 0), (52, 0.015625, 9))
((0, 2, 1), (102, 0.046875, 21))
((0, 2, 2), (76, 0.03125, 12))
((0, 2, 3), (140, 0.078125, 21))
((0, 2, 4), (116, 0.09375, 16))
((0, 2, 5), (135, 0.09375, 24))
((0, 2, 6), (173, 0.28125, 51))
((0, 2, 7), (198, 0.1875, 47))
((0, 2, 8), (201, 0.171875, 41))
((0, 2, 9), (217, 0.234375, 51))
((0, 2, 10), (360, 0.453125, 61))
((0, 2, 11), (348, 0.390625, 68))
((0, 2, 12), (526, 1.25, 122))
((0, 2, 13), (438, 0.78125, 91))
((0, 2, 14), (416, 1.125, 98))
((0, 2, 15), (576, 1.84375, 114))
((0, 2, 16), (326, 0.703125, 57))
((0, 2, 17), (253, 0.25, 58))
((0, 2, 18), (486, 0.765625, 93))
((0, 2, 19), (766, 2.5625, 183))
((0, 3, 0), (52, 0.015625, 9))
((0, 3, 1), (100, 0.046875, 25))
((0, 3, 2), (76, 0.03125, 12))
((0, 3, 3), (139, 0.078125, 23))
((0, 3, 4), (116, 0.09375, 18))
((0, 3, 5), (127, 0.0625, 25))
((0, 3, 6), (151, 0.15625, 42))
((0, 3, 7), (188, 0.109375, 47))
((0, 3, 8), (191, 0.09375, 41))
((0, 3, 9), (212, 0.203125, 50))
((0, 3, 10), (338, 0.453125, 57))
((0, 3, 11), (346, 0.40625, 74))
((0, 3, 12), (539, 0.921875, 122))
((0, 3, 13), (361, 0.6875, 88))
((0, 3, 14), (843, 2.296875, 125))
((0, 3, 15), (467, 1.234375, 104))
((0, 3, 16), (332, 0.796875, 57))
((0, 3, 17), (269, 0.453125, 62))
((0, 3, 18), (671, 1.78125, 107))
((0, 3, 19), (766, 2.359375, 181))
((0, 4, 0), (52, 0.015625, 9))
((0, 4, 1), (100, 0.046875, 25))
((0, 4, 2), (76, 0.03125, 12))
((0, 4, 3), (163, 0.125, 33))
((0, 4, 4), (116, 0.078125, 16))
((0, 4, 5), (127, 0.0625, 25))
((0, 4, 6), (165, 0.21875, 46))
((0, 4, 7), (194, 0.140625, 47))
((0, 4, 8), (212, 0.21875, 45))
((0, 4, 9), (223, 0.265625, 51))
((0, 4, 10), (232, 0.28125, 34))
((0, 4, 11), (350, 0.40625, 72))
((0, 4, 12), (486, 1.09375, 113))
((0, 4, 13), (463, 0.75, 90))
((0, 4, 14), (580, 1.96875, 115))
((0, 4, 15), (672, 2.25, 123))
((0, 4, 16), (324, 0.6875, 59))
((0, 4, 17), (247, 0.21875, 61))
((0, 4, 18), (544, 2.296875, 95))
((0, 4, 19), (774, 2.828125, 179))
((0, 5, 0), (52, 0.015625, 9))
((0, 5, 1), (92, 0.03125, 21))
((0, 5, 2), (76, 0.03125, 14))
((0, 5, 3), (151, 0.15625, 30))
((0, 5, 4), (116, 0.09375, 16))
((0, 5, 5), (135, 0.09375, 24))
