C:\Users\paulz\anaconda3\envs\IPyHOP\python.exe "C:/Users/paulz/OneDrive/Documents/UMD/Research/Planning Nau/IPyHOP/examples/satellite/satellite_tests.py"
(2, 1000, 20, 3)
((1, 0, 0), (52, 0.015625, 9))
((1, 0, 1), (174, 0.0625, 37))
((1, 0, 2), (230, 0.0625, 23))
((1, 0, 3), (207, 0.0625, 35))
((1, 0, 4), (129, 0.078125, 18))
((1, 0, 5), (135, 0.046875, 36))
((1, 0, 6), (563, 0.3125, 60))
((1, 0, 7), (183, 0.078125, 42))
((1, 0, 8), (366, 0.203125, 39))
((1, 0, 9), (669, 0.421875, 70))
((1, 0, 10), (338, 0.171875, 56))
((1, 0, 11), (709, 0.453125, 69))
((1, 0, 12), (1128, 0.671875, 106))
((1, 0, 13), (475, 0.296875, 74))
((1, 0, 14), (393, 0.375, 57))
((1, 0, 15), (876, 0.671875, 81))
((1, 0, 16), (940, 0.8125, 82))
((1, 0, 17), (544, 0.296875, 53))
((1, 0, 18), (949, 0.953125, 139))
((1, 0, 19), (3589, 4.0625, 185))
((1, 1, 0), (52, 0.015625, 9))
((1, 1, 1), (92, 0.015625, 21))
((1, 1, 2), (178, 0.0625, 22))
((1, 1, 3), (207, 0.0625, 35))
((1, 1, 4), (281, 0.140625, 34))
((1, 1, 5), (135, 0.046875, 36))
((1, 1, 6), (333, 0.171875, 38))
((1, 1, 7), (1050, 0.46875, 67))
((1, 1, 8), (449, 0.21875, 50))
((1, 1, 9), (812, 0.40625, 64))
((1, 1, 10), (686, 0.328125, 63))
((1, 1, 11), (726, 0.453125, 61))
((1, 1, 12), (1266, 0.671875, 101))
((1, 1, 13), (884, 0.5625, 81))
((1, 1, 14), (1192, 0.828125, 74))
((1, 1, 15), (1101, 1.0, 90))
((1, 1, 16), (779, 0.765625, 73))
((1, 1, 17), (479, 0.296875, 60))
((1, 1, 18), (2112, 1.921875, 156))
((1, 1, 19), (5015, 4.734375, 179))
((1, 2, 0), (52, 0.0, 9))
((1, 2, 1), (174, 0.0625, 37))
((1, 2, 2), (71, 0.015625, 11))
((1, 2, 3), (346, 0.109375, 36))
((1, 2, 4), (172, 0.09375, 26))
((1, 2, 5), (248, 0.09375, 36))
((1, 2, 6), (386, 0.171875, 43))
((1, 2, 7), (387, 0.203125, 40))
((1, 2, 8), (451, 0.28125, 44))
((1, 2, 9), (685, 0.328125, 58))
((1, 2, 10), (525, 0.296875, 65))
((1, 2, 11), (878, 0.546875, 76))
((1, 2, 12), (1516, 0.84375, 110))
((1, 2, 13), (1187, 0.671875, 92))
((1, 2, 14), (577, 0.40625, 63))
((1, 2, 15), (744, 0.65625, 77))
((1, 2, 16), (773, 0.640625, 72))
((1, 2, 17), (473, 0.28125, 52))
((1, 2, 18), (1298, 1.28125, 140))
((1, 2, 19), (2580, 2.75, 161))
((1, 3, 0), (52, 0.0, 9))
((1, 3, 1), (174, 0.0625, 37))
((1, 3, 2), (178, 0.0625, 22))
((1, 3, 3), (543, 0.203125, 49))
((1, 3, 4), (185, 0.109375, 28))
((1, 3, 5), (135, 0.046875, 36))
((1, 3, 6), (310, 0.140625, 37))
((1, 3, 7), (685, 0.328125, 62))
((1, 3, 8), (411, 0.21875, 45))
((1, 3, 9), (237, 0.171875, 47))
((1, 3, 10), (605, 0.328125, 57))
((1, 3, 11), (836, 0.546875, 71))
((1, 3, 12), (1750, 0.984375, 108))
((1, 3, 13), (482, 0.296875, 79))
((1, 3, 14), (839, 0.65625, 69))
((1, 3, 15), (624, 0.625, 71))
((1, 3, 16), (1051, 1.125, 89))
((1, 3, 17), (621, 0.4375, 65))
((1, 3, 18), (1499, 1.359375, 154))
((1, 3, 19), (3976, 3.8125, 180))
((1, 4, 0), (52, 0.015625, 9))
((1, 4, 1), (92, 0.015625, 21))
((1, 4, 2), (213, 0.078125, 24))
((1, 4, 3), (242, 0.078125, 36))
((1, 4, 4), (172, 0.078125, 26))
((1, 4, 5), (135, 0.046875, 36))
((1, 4, 6), (199, 0.109375, 28))
((1, 4, 7), (393, 0.203125, 56))
((1, 4, 8), (546, 0.28125, 54))
((1, 4, 9), (549, 0.3125, 63))
((1, 4, 10), (437, 0.234375, 55))
((1, 4, 11), (1263, 0.703125, 79))
((1, 4, 12), (1473, 0.84375, 111))
((1, 4, 13), (658, 0.40625, 83))
((1, 4, 14), (1305, 0.890625, 80))
((1, 4, 15), (1136, 1.015625, 96))
((1, 4, 16), (1011, 0.828125, 79))
((1, 4, 17), (219, 0.109375, 36))
((1, 4, 18), (2465, 2.234375, 158))
((1, 4, 19), (2134, 2.328125, 146))
((1, 5, 0), (52, 0.0, 9))
((1, 5, 1), (174, 0.0625, 37))
((1, 5, 2), (226, 0.0625, 21))
((1, 5, 3), (310, 0.09375, 36))
((1, 5, 4), (193, 0.09375, 27))
((1, 5, 5), (469, 0.1875, 53))
