3.125000000000000000e-02,3.125000000000000000e-02,3.125000000000000000e-02,1.250000000000000000e-01,1.406250000000000000e-01,2.500000000000000000e-01,1.718750000000000000e-01,1.875000000000000000e-01,2.343750000000000000e-01,4.375000000000000000e-01,3.906250000000000000e-01,4.687500000000000000e-01,1.781250000000000000e+00,1.765625000000000000e+00,1.796875000000000000e+00,1.843750000000000000e+00,1.625000000000000000e+00,1.828125000000000000e+00,5.312500000000000000e+00,3.406250000000000000e+00,2.953125000000000000e+00,6.453125000000000000e+00,3.406250000000000000e+00,5.062500000000000000e+00,1.029687500000000000e+01,1.018750000000000000e+01,1.317187500000000000e+01,1.326562500000000000e+01,1.337500000000000000e+01,1.892187500000000000e+01
4.687500000000000000e-02,3.125000000000000000e-02,1.562500000000000000e-02,2.812500000000000000e-01,1.250000000000000000e-01,2.343750000000000000e-01,2.500000000000000000e-01,1.875000000000000000e-01,2.500000000000000000e-01,7.031250000000000000e-01,4.375000000000000000e-01,7.187500000000000000e-01,1.828125000000000000e+00,1.765625000000000000e+00,1.890625000000000000e+00,2.125000000000000000e+00,1.906250000000000000e+00,1.890625000000000000e+00,2.984375000000000000e+00,2.375000000000000000e+00,3.421875000000000000e+00,5.140625000000000000e+00,3.500000000000000000e+00,4.109375000000000000e+00,1.026562500000000000e+01,1.318750000000000000e+01,8.640625000000000000e+00,1.335937500000000000e+01,1.334375000000000000e+01,1.342187500000000000e+01
4.687500000000000000e-02,3.125000000000000000e-02,4.687500000000000000e-02,1.250000000000000000e-01,2.656250000000000000e-01,2.656250000000000000e-01,2.187500000000000000e-01,2.187500000000000000e-01,2.343750000000000000e-01,3.750000000000000000e-01,4.062500000000000000e-01,7.343750000000000000e-01,1.828125000000000000e+00,1.765625000000000000e+00,1.187500000000000000e+00,1.531250000000000000e+00,1.656250000000000000e+00,1.937500000000000000e+00,3.015625000000000000e+00,3.000000000000000000e+00,3.421875000000000000e+00,4.171875000000000000e+00,5.859375000000000000e+00,3.500000000000000000e+00,8.890625000000000000e+00,1.003125000000000000e+01,8.796875000000000000e+00,1.514062500000000000e+01,1.339062500000000000e+01,1.334375000000000000e+01
4.687500000000000000e-02,3.125000000000000000e-02,4.687500000000000000e-02,1.250000000000000000e-01,1.250000000000000000e-01,2.812500000000000000e-01,2.343750000000000000e-01,2.031250000000000000e-01,2.343750000000000000e-01,4.687500000000000000e-01,4.062500000000000000e-01,6.875000000000000000e-01,1.203125000000000000e+00,1.781250000000000000e+00,1.593750000000000000e+00,1.500000000000000000e+00,1.859375000000000000e+00,1.906250000000000000e+00,3.562500000000000000e+00,3.484375000000000000e+00,3.625000000000000000e+00,3.546875000000000000e+00,6.546875000000000000e+00,5.031250000000000000e+00,9.859375000000000000e+00,8.718750000000000000e+00,1.320312500000000000e+01,1.878125000000000000e+01,1.350000000000000000e+01,1.514062500000000000e+01
3.125000000000000000e-02,4.687500000000000000e-02,3.125000000000000000e-02,1.250000000000000000e-01,1.406250000000000000e-01,2.812500000000000000e-01,2.031250000000000000e-01,1.875000000000000000e-01,2.500000000000000000e-01,5.312500000000000000e-01,3.593750000000000000e-01,7.031250000000000000e-01,1.531250000000000000e+00,1.515625000000000000e+00,1.812500000000000000e+00,1.937500000000000000e+00,1.656250000000000000e+00,1.671875000000000000e+00,4.140625000000000000e+00,3.390625000000000000e+00,3.453125000000000000e+00,6.531250000000000000e+00,6.437500000000000000e+00,4.156250000000000000e+00,8.906250000000000000e+00,1.307812500000000000e+01,7.187500000000000000e+00,1.323437500000000000e+01,1.529687500000000000e+01,1.329687500000000000e+01
4.687500000000000000e-02,3.125000000000000000e-02,3.125000000000000000e-02,1.250000000000000000e-01,2.812500000000000000e-01,2.812500000000000000e-01,2.500000000000000000e-01,2.812500000000000000e-01,2.343750000000000000e-01,4.531250000000000000e-01,4.062500000000000000e-01,6.250000000000000000e-01,1.203125000000000000e+00,1.250000000000000000e+00,1.578125000000000000e+00,1.671875000000000000e+00,1.937500000000000000e+00,1.937500000000000000e+00,2.921875000000000000e+00,2.453125000000000000e+00,3.484375000000000000e+00,5.218750000000000000e+00,6.375000000000000000e+00,5.171875000000000000e+00,1.003125000000000000e+01,8.750000000000000000e+00,1.331250000000000000e+01,1.317187500000000000e+01,1.339062500000000000e+01,1.332812500000000000e+01
4.687500000000000000e-02,1.562500000000000000e-02,3.125000000000000000e-02,1.250000000000000000e-01,2.656250000000000000e-01,2.812500000000000000e-01,2.343750000000000000e-01,2.968750000000000000e-01,2.343750000000000000e-01,4.687500000000000000e-01,4.218750000000000000e-01,4.687500000000000000e-01,1.781250000000000000e+00,1.781250000000000000e+00,1.125000000000000000e+00,1.500000000000000000e+00,1.562500000000000000e+00,1.859375000000000000e+00,3.234375000000000000e+00,2.921875000000000000e+00,2.968750000000000000e+00,6.546875000000000000e+00,6.562500000000000000e+00,6.468750000000000000e+00,1.031250000000000000e+01,1.303125000000000000e+01,7.265625000000000000e+00,1.507812500000000000e+01,1.615625000000000000e+01,1.829687500000000000e+01
4.687500000000000000e-02,4.687500000000000000e-02,3.125000000000000000e-02,1.562500000000000000e-01,1.406250000000000000e-01,2.500000000000000000e-01,1.718750000000000000e-01,2.187500000000000000e-01,2.656250000000000000e-01,4.062500000000000000e-01,3.906250000000000000e-01,4.062500000000000000e-01,1.125000000000000000e+00,1.531250000000000000e+00,1.796875000000000000e+00,1.875000000000000000e+00,1.921875000000000000e+00,1.937500000000000000e+00,3.031250000000000000e+00,3.375000000000000000e+00,3.468750000000000000e+00,6.531250000000000000e+00,4.218750000000000000e+00,4.140625000000000000e+00,9.812500000000000000e+00,1.040625000000000000e+01,7.265625000000000000e+00,1.326562500000000000e+01,1.735937500000000000e+01,1.329687500000000000e+01
4.687500000000000000e-02,3.125000000000000000e-02,4.687500000000000000e-02,2.656250000000000000e-01,1.250000000000000000e-01,2.500000000000000000e-01,2.343750000000000000e-01,2.187500000000000000e-01,2.500000000000000000e-01,7.031250000000000000e-01,4.375000000000000000e-01,4.531250000000000000e-01,1.812500000000000000e+00,1.781250000000000000e+00,1.875000000000000000e+00,1.828125000000000000e+00,1.906250000000000000e+00,1.937500000000000000e+00,3.031250000000000000e+00,3.437500000000000000e+00,2.921875000000000000e+00,4.156250000000000000e+00,3.484375000000000000e+00,4.953125000000000000e+00,1.010937500000000000e+01,9.906250000000000000e+00,8.593750000000000000e+00,1.881250000000000000e+01,1.539062500000000000e+01,1.340625000000000000e+01
3.125000000000000000e-02,4.687500000000000000e-02,3.125000000000000000e-02,1.250000000000000000e-01,2.812500000000000000e-01,2.656250000000000000e-01,2.343750000000000000e-01,2.343750000000000000e-01,2.187500000000000000e-01,5.000000000000000000e-01,4.531250000000000000e-01,6.093750000000000000e-01,1.593750000000000000e+00,1.203125000000000000e+00,1.625000000000000000e+00,1.609375000000000000e+00,1.828125000000000000e+00,1.937500000000000000e+00,5.406250000000000000e+00,3.296875000000000000e+00,3.750000000000000000e+00,5.078125000000000000e+00,6.468750000000000000e+00,5.078125000000000000e+00,9.984375000000000000e+00,1.029687500000000000e+01,1.301562500000000000e+01,1.328125000000000000e+01,1.526562500000000000e+01,1.340625000000000000e+01
